Category	SubCategory	CatID	CatShort	Category_zh	SubCategory_zh	Synonyms_zh
CROWDS	CONVERSATION	CRWDConv	CRWD	人群	谈话	喋喋不休、聊天、谈话、稀疏的瓦拉、交谈、谈话
CROWDS	LAUGHTER	CRWDLaff	CRWD	人群	笑	电视节目、罐头笑声、喜剧俱乐部、笑料
CROWDS	LOOP GROUP	CRWDLoop	CRWD	人群	循环群杂	循环组、ADR、预录音效
CROWDS	MISC	CRWDMisc	CRWD	人群	其它	各种各样的
CROWDS	PANIC	CRWDPanic	CRWD	人群	恐惧	恐慌、混乱、呐喊、尖叫、哭泣、苦恼
CROWDS	QUIET	CRWDQuiet	CRWD	人群	安静	喃喃自语、低声细语、嘘寒问暖、喃喃自语
CROWDS	REACTION	CRWDReac	CRWD	人群	反应	嘘、啊、哦
CROWDS	SINGING	CRWDSing	CRWD	人群	歌唱	圣歌、合唱团、合唱团、颂歌
CROWDS	SPORT	CRWDSprt	CRWD	人群	运动	掌声、鼓掌、嘘声、欢呼声、体育场、耶、观众、奥运会、喊叫、呜呼声
CROWDS	WALLA	CRWDWalla	CRWD	人群	群杂	声音、谈话、叽里呱啦、谈话
DESIGNED	BASS DIVE	DSGNBass	DSGN	声音设计	低频下潜	低音潜水、下滑、低音下降、下沉、 下坠
DESIGNED	BOOM	DSGNBoom	DSGN	声音设计	低频轰鸣	砰、重击、低音爆炸、拖车
DESIGNED	BRAAM	DSGNBram	DSGN	声音设计	低频号角	号角、 铜管乐
DESIGNED	DISTORTION	DSGNDist	DSGN	声音设计	失真	失真、扭曲
DESIGNED	DRONE	DSGNDron	DSGN	声音设计	低音氛围	氛围音、嗡嗡声、质地、不吉利、紧张
DESIGNED	EERIE	DSGNErie	DSGN	声音设计	毛骨悚然	毛骨悚然、紧张、奇怪、可怕、不寒而栗、难以忘怀、怪异
DESIGNED	ETHEREAL	DSGNEthr	DSGN	声音设计	鬼魅飘渺	空灵、天上
DESIGNED	GRANULAR	DSGNGran	DSGN	声音设计	粒状	颗粒、 合成器
DESIGNED	IMPACT	DSGNImpt	DSGN	声音设计	碰撞	撞击、碰撞、猛击、粉碎
DESIGNED	MISC	DSGNMisc	DSGN	声音设计	其它	各种各样的
DESIGNED	MORPH	DSGNMorph	DSGN	声音设计	合成器	合成器、混合、过渡
DESIGNED	RISER	DSGNRise	DSGN	声音设计	渐强	反向、渐强、立管、张力
DESIGNED	RUMBLE	DSGNRmbl	DSGN	声音设计	次声波	次谐波、隆隆声、震动、地震
DESIGNED	RHYTHMIC	DSGNRythm	DSGN	声音设计	节奏性	口吃、故障、节奏律动、停顿
DESIGNED	SOURCE	DSGNSrce	DSGN	声音设计	原始录音	来源、原始素材、素材、原始录音
DESIGNED	STINGER	DSGNStngr	DSGN	声音设计	重音强调	刺痛、惊吓、预告片、戏剧化
DESIGNED	SYNTHETIC	DSGNSynth	DSGN	声音设计	电子合成	合成、合成器、模块化合成器、颗粒状、模拟合成器、模块化合成器
DESIGNED	TONAL	DSGNTonl	DSGN	声音设计	音乐性	耳鸣、炮击、主观视角
DESIGNED	VOCAL	DSGNVocl	DSGN	声音设计	人声	魔法、咒语、经过处理的、人声、耳语、幽灵
DESIGNED	WHOOSH	DSGNWhsh	DSGN	声音设计	呼声	嗖嗖、預告片中的嗖嗖、 飞过、 划过
DESTRUCTION	COLLAPSE	DESTRClpse	DESTR	拆除	倒塌	倒塌、倾倒、跌倒、内爆
DESTRUCTION	CRASH & DEBRIS	DESTRCrsh	DESTR	拆除	碎片	崩溃、破裂、内爆、粉碎、打破、粉碎
DESTRUCTION	MISC	DESTRMisc	DESTR	拆除	其它	各种各样的
DIRT & SAND	CRASH & DEBRIS	DIRTCrsh	DIRT	沙土	碎屑	碎片、沙子、污垢、滴流、喷洒、碎裂
DIRT & SAND	DUST	DIRTDust	DIRT	沙土	灰尘	细粒、颗粒、沉积物、淤泥、灰尘
DIRT & SAND	HANDLE	DIRTHndl	DIRT	沙土	抓取	处理、抓取、挖掘、捕捉
DIRT & SAND	IMPACT	DIRTImpt	DIRT	沙土	碰撞	倾倒、 砰、 卸下、 放下
DIRT & SAND	MISC	DIRTMisc	DIRT	沙土	其它	各种各样的
DIRT & SAND	MOVEMENT	DIRTMvmt	DIRT	沙土	移动	倾倒、卸载、流动、溢出
DIRT & SAND	TONAL	DIRTTonl	DIRT	沙土	音乐性	风沙、鸣沙
DOORS	ANTIQUE	DOORAntq	DOOR	门	古董	城堡、大教堂、教堂、古老、古代、古董
DOORS	APPLIANCE	DOORAppl	DOOR	门	家电	烤箱、微波炉、冰箱、洗碗机、洗衣机、烘干机
DOORS	CABINET	DOORCab	DOOR	门	箱柜	橱柜、厨柜、工具柜
DOORS	COMPOSITE	DOORComp	DOOR	门	特殊材料	玻璃纤维、门
DOORS	CREAK	DOORCreak	DOOR	门	嘎吱	吱吱声、门、地牢、地窖、城堡、木门、金属门、门吱吱声
DOORS	DUNGEON	DOORDungn	DOOR	门	传统大门	城堡、 地牢、 巨物、 地窖
DOORS	ELECTRIC	DOORElec	DOOR	门	电动门	电动门、车库门、摄影棚门、自动门
DOORS	GATE	DOORGate	DOOR	门	大门	花园门、栅栏门、公园门、铁路道口、牛圈门、农场门
DOORS	GLASS	DOORGlas	DOOR	门	玻璃门	玻璃门、商店门、海涯门、法式门
DOORS	HARDWARE	DOORHdwr	DOOR	门	锁具	门把手、门闩、推杆、链锁、铰链、把手、五金制品、撬锁、摇晃
DOORS	HITECH	DOORTech	DOOR	门	高科技	实验室门
DOORS	HYDRAULIC & PNEUMATIC	DOORHydr	DOOR	门	液压与气动	闭门器、气动、液压、电动舱口、 气阀门
DOORS	KNOCK	DOORKnck	DOOR	门	敲门	敲、说唱、敲门、砰砰、咚咚
DOORS	METAL	DOORMetl	DOOR	门	金属门	卷轴门、保险库、保险箱、舱门
DOORS	MISC	DOORMisc	DOOR	门	其它	各种各样的
DOORS	PLASTIC	DOORPlas	DOOR	门	塑料门	厕所、便器
DOORS	PRISON	DOORPrisn	DOOR	门	牢门	监狱门、栅栏门
DOORS	REVOLVING	DOORRevl	DOOR	门	旋转门	旋转门、酒店、机场、商场
DOORS	SLIDING	DOORSlid	DOOR	门	滑动门	玻璃推拉门、庭院门、淋浴门
DOORS	STONE	DOORSton	DOOR	门	石门	坟墓、地穴、寺庙、陵墓、秘密入口
DOORS	SWINGING	DOORSwng	DOOR	门	双开门	沙龙门、走廊门、餐厅门、教堂讲坛门
DOORS	WOOD	DOORWood	DOOR	门	木门	入口、前门、壁橱
DRAWERS	METAL	DRWRMetl	DRWR	抽屉	金属	工具箱、抽屉架、文件柜、收银机、安全抽屉
DRAWERS	MISC	DRWRMisc	DRWR	抽屉	其它	各种各样的
DRAWERS	PLASTIC	DRWRPlas	DRWR	抽屉	塑料	零件箱、桌面整理器
DRAWERS	WOOD	DRWRWood	DRWR	抽屉	木制	厨房抽屉、浴室抽屉
ELECTRICITY	ARC	ELECArc	ELEC	电流	电弧	天梯、磁暴线圈、方舟、拱门、电站、触电
ELECTRICITY	BUZZ & HUM	ELECBuzz	ELEC	电流	电流噪声	地面嗡嗡声、放大器嗡嗡声、扬声器嗡嗡声、嗡嗡声、感应嗡嗡声、 嗡嗡
ELECTRICITY	ELECTROMAGNETIC	ELECEmf	ELEC	电流	电磁	电抗器、线圈、传染器、感应器
ELECTRICITY	MISC	ELECMisc	ELEC	电流	其它	各种各样的
ELECTRICITY	SPARKS	ELECSprk	ELEC	电流	电火花	火花、焊接、溅射、短路
ELECTRICITY	ZAP	ELECZap	ELEC	电流	漏电	放电、 泰瑟枪、 电击枪、 电击、触电
EQUIPMENT	BRIDLE & TACK	EQUIPBridle	EQUIP	器具	挽具	缰绳、统治、皮带、马具、狗带、马鞍带
EQUIPMENT	HITECH	EQUIPTech	EQUIP	器具	高科技	宇航服、科技服装
EQUIPMENT	MISC	EQUIPMisc	EQUIP	器具	其它	各种各样的
EQUIPMENT	RECREATIONAL	EQUIPRec	EQUIP	器具	户外装备	背包、远足、登山、攀岩、营地、帐篷
EQUIPMENT	SPORT	EQUIPSprt	EQUIP	器具	运动装备	护肩、护膝、护胫、护腿带
EQUIPMENT	TACTICAL	EQUIPTact	EQUIP	器具	军事装备	腰带、 军警带、 执勤腰带、 弹药腰带、 子弹带
EXPLOSIONS	DESIGNED	EXPLDsgn	EXPL	爆炸	声音设计	冲击波、爆炸、 铺垫
EXPLOSIONS	MISC	EXPLMisc	EXPL	爆炸	其它	爆炸、 引爆
EXPLOSIONS	REAL	EXPLReal	EXPL	爆炸	真实	砰、爆炸实录、爆裂、 炸弹
FARTS	DESIGNED	FARTDsgn	FART	放屁	声音设计	呸声、嘘声、软坐垫、襟翼、腋窝、放屁袋、气球
FARTS	MISC	FARTMisc	FART	放屁	其它	动物屁、 动物放屁
FARTS	REAL	FARTReal	FART	放屁	真实	人类放屁、胀气、扑哧、嘟嘟、 人类屁
FIGHT	BODYFALL	FGHTBf	FGHT	打斗	跌倒	跌倒、拉扯、混战、身体猛击、擒、 抱
FIGHT	CLOTH	FGHTClth	FGHT	打斗	衣服	衣服摩擦、抓、抢、撞击衣物、抖衣料
FIGHT	GRAB	FGHTGrab	FGHT	打斗	抓握	格斗、抢夺、格斗、摔跤、柔道
FIGHT	IMPACT	FGHTImpt	FGHT	打斗	击打	拳、踢、身体打击、巴掌、打、斗殴、推、重击、勾拳、刺拳
FIGHT	MISC	FGHTMisc	FGHT	打斗	其它	各种各样的
FIRE	BURNING	FIREBurn	FIRE	火	燃烧	篝火、营火、灌丛火、建筑火灾、烈火、烈焰、燃烧、火种、柴堆
FIRE	BURST	FIREBrst	FIRE	火	爆燃	回燃、火焰喷射器、龙火、吞噬
FIRE	CRACKLE	FIRECrkl	FIRE	火	爆裂	巨大爆炸声、呼噜、啪、火花
FIRE	GAS	FIREGas	FIRE	火	气体	燃气烤架、燃烧炉、熔炉、野营炉、厨房炉灶、火葬场、燃气灶
FIRE	IGNITE	FIREIgn	FIRE	火	点火	火柴、打火机、芝宝牌打火机、燃烧、复燃、着火
FIRE	MISC	FIREMisc	FIRE	火	其它	各种各样的
FIRE	SIZZLE	FIRESizz	FIRE	火	滋滋声	保险丝、 保险丝燃烧
FIRE	TORCH	FIRETrch	FIRE	火	火炬	火光、导火索、火炬、火把、燃烧棍、篝火灯
FIRE	TURBULENT	FIRETurb	FIRE	火	汹涌火势	火焰漩涡、猛烈的火焰、火焰喷射器、火焰龙卷风、吞噬、回流
FIRE	WHOOSH	FIREWhsh	FIRE	火	呼呼声	火球、火焰、燃烧弹、旺火、复燃
FIREWORKS	COMMERCIAL	FRWKComr	FRWK	烟花	商业表演	迫击炮、烟花、烟火、大爆炸、炮弹、烟花汇演
FIREWORKS	MISC	FRWKMisc	FRWK	烟花	其它	各种各样的
FIREWORKS	RECREATIONAL	FRWKRec	FRWK	烟花	自娱	鞭炮、m80、烟火、瓶火箭、烟雾弹、幻影烟花、罗马蜡烛、波普尔、樱桃炸弹
FOLEY	CLOTH	FOLYClth	FOLY	拟音	布料/衣服	沙沙声、运动、嘶嘶声
FOLEY	FEET	FOLYFeet	FOLY	拟音	脚步	脚、鞋、脚步、表地面
FOLEY	HANDS	FOLYHand	FOLY	拟音	手	轻拍、抓住、握、套
FOLEY	MISC	FOLYMisc	FOLY	拟音	其它	各种各样的
FOLEY	PROP	FOLYProp	FOLY	拟音	道具	道具
FOOD & DRINK	COOKING	FOODCook	FOOD	食物	烹饪	切碎、切片、切丁、混合、调和、搅拌、炒、煮、烤、蒸、炖、搅拌、炒
FOOD & DRINK	DRINKING	FOODDrnk	FOOD	食物	喝	啜饮、 小口喝、饮、 啧水、吞咽、喝饮料、痛饮、大口喝
FOOD & DRINK	EATING	FOODEat	FOOD	食物	吃东西	吃、嚼、咀嚼、吞下、用力咀嚼、咬、摄取、消耗、盛宴、进食
FOOD & DRINK	GLASSWARE	FOODGware	FOOD	食物	玻璃器皿	瓶子、玻璃杯、杯子、水壶、玻璃水瓶、罐子
FOOD & DRINK	INGREDIENTS	FOODIngr	FOOD	食物	食材	坚果、种子、谷物、蔬菜、水果、罐头食品、谷物、肉类、燕麦、玉米
FOOD & DRINK	KITCHENWARE	FOODKware	FOOD	食物	厨具	平底锅、锅、炖锅、汤锅、煎锅、平底锅
FOOD & DRINK	MISC	FOODMisc	FOOD	食物	其它	各种各样的
FOOD & DRINK	POUR	FOODPour	FOOD	食物	泼洒	倾倒、流动、溢出、上菜
FOOD & DRINK	TABLEWARE	FOODTware	FOOD	食物	餐具	餐具、刀、银器、叉、杯、盘、筷
FOOTSTEPS	ANIMAL	FEETAnml	FEET	脚步	动物	走、跑、冲刺
FOOTSTEPS	CREATURE	FEETCrea	FEET	脚步	怪物	恐龙、生物、野兽、龙、神话
FOOTSTEPS	HORSE	FEETHors	FEET	脚步	马	步行、小跑、疾驰、蹄、踢、慢跑
FOOTSTEPS	HUMAN	FEETHmn	FEET	脚步	人类	走、跑、脚、慢跑、冲刺、跳跃、跳过、蹒跚、远足、大步、脚步、脚、步、爬
FOOTSTEPS	MISC	FEETMisc	FEET	脚步	其它	各种各样的
GAMES	ARCADE	GAMEArcd	GAME	游戏	街机游戏	弹球、 打地鼠、 斯基球街机游戏、 爪机
GAMES	BOARD	GAMEBoard	GAME	游戏	桌游	国际象棋、跳棋、围棋、西洋双陆棋
GAMES	CASINO	GAMECas	GAME	游戏	赌场	轮盘赌、老虎机、骰子、钱轮、基诺、扑克机
GAMES	MISC	GAMEMisc	GAME	游戏	其它	扑克、 卡片、 jenga、 骰子、 knucklebone
GAMES	VIDEO	GAMEVideo	GAME	游戏	单机	atari、 ps4、 xbox 1、 xbox 360、 amstrad、 famicom、 snes、 gameboy、 任天堂64、 playstation、 世嘉游戏机、 psp
GEOTHERMAL	FUMAROLE	GEOFuma	GEO	地热	热浆	蒸汽喷口、 地热、 喷气孔
GEOTHERMAL	GEYSER	GEOGeyser	GEO	地热	间歇泉	喷、泡、煮
GEOTHERMAL	LAVA	GEOLava	GEO	地热	岩浆	熔岩、流动、裂纹、粘稠、燃烧、隆隆声、火山
GEOTHERMAL	MISC	GEOMisc	GEO	地热	其它	冒泡
GEOTHERMAL	MUD POTS	GEOMudpot	GEO	地热	泥浆	泥罐、油漆罐、焦油坑、泥、泡沫、 气泡、糊状
GLASS	BREAK	GLASBrk	GLAS	玻璃	打破	玻璃破碎、压碎、粉碎
GLASS	CRASH & DEBRIS	GLASCrsh	GLAS	玻璃	碎片	碎片、碎裂、残骸
GLASS	FRICTION	GLASFric	GLAS	玻璃	挤压	挤碎、刮擦、嘎吱声、 尖锐
GLASS	HANDLE	GLASHndl	GLAS	玻璃	抓取	触碰、抓握、放置、拾取、放下、投掷、接住
GLASS	IMPACT	GLASImpt	GLAS	玻璃	打击	撞击、掉落、冲撞、碰击
GLASS	MISC	GLASMisc	GLAS	玻璃	其它	各种各样的
GLASS	MOVEMENT	GLASMvmt	GLAS	玻璃	移动	嘎嘎声、滚动声、砰砰声、咔嗒声
GLASS	TONAL	GLASTonl	GLAS	玻璃	音乐性	共鸣、 回声、铃、响声、音调、玻璃口琴、水晶碗
GORE	BLOOD	GOREBlood	GORE	血	血流	滴、流、涌、喷、喷洒
GORE	BONE	GOREBone	GORE	血	骨头	骨头断裂、骨头断裂、 骨折、骨头粉碎、下巴咬合、下巴、 颌骨
GORE	BURN	GOREBurn	GORE	血	燃烧	嘶嘶声、烧灼、烙印
GORE	FLESH	GOREFlsh	GORE	血	血肉	撕裂、剥皮、扯破、撕碎、内脏、血肉、伤口
GORE	MISC	GOREMisc	GORE	血	其它	各种各样的
GORE	OOZE	GOREOoze	GORE	血	渗血	血流、粘液、 血液、流动、胶原蛋白/水解胶原蛋白
GORE	SOURCE	GORESrce	GORE	血	原始录音	咕噜、挤压、粘液、粘液、渗出、黏糊、器官、肠子、多汁、粘液、啪嗒、飞溅、渗出、撕裂、剥皮、刺伤、撕裂、撕裂、肠、肉、伤口、切片、穿刺、多汁
GORE	SPLAT	GORESplt	GORE	血	洒溅	压扁、粘液、渗血、器官、肠子、多汁
GORE	SQUISH	GORESqsh	GORE	血	血浆	挤压、肉、器官、粘液、肠、多汁、飞溅
GORE	STAB	GOREStab	GORE	血	捅	切片、刺穿、刺伤、切割、斩断、肢解
GUNS	ANTIQUE	GUNAntq	GUN	枪炮	古董枪	枪口装填器、步枪、黑火药、燧发枪、长步枪、火枪
GUNS	ARTILLERY	GUNArtl	GUN	枪炮	火炮	榴弹炮、 高射炮、 导弹发射器、 火箭筒、 迫击炮、 火箭
GUNS	AUTOMATIC	GUNAuto	GUN	枪炮	自动化武器	ak-47、 m16、 机枪、 汤米枪、 uzi、 m249、 M1919、 加特林机枪
GUNS	CANNON	GUNCano	GUN	枪炮	加农炮	大炮、 手炮、 黑火药
GUNS	HANDLE	GUNHndl	GUN	枪炮	操作	枪套、枪、抢枪、擦枪、枪掉落、装弹
GUNS	HITECH	GUNTech	GUN	枪炮	高科技	轨道炮、间谍枪
GUNS	MECHANISM	GUNMech	GUN	枪炮	机枪	弹夹、击发、枪声、螺栓、 枪栓、换弹、装载
GUNS	MISC	GUNMisc	GUN	枪炮	其它	信号枪、气枪、彩弹枪
GUNS	PISTOL	GUNPis	GUN	枪炮	手枪	9 毫米手枪、手枪、左轮手枪、格洛克手枪、柯尔特左轮手枪、鲁格、布朗宁自动步枪、贝雷塔手枪
GUNS	RIFLE	GUNRif	GUN	枪炮	步枪	步枪、毛瑟枪、阿里萨卡步枪、卡宾枪、狙击手、狩猎、半自动
GUNS	SHOTGUN	GUNShotg	GUN	枪炮	霰弹枪	霰弹枪、双枪管、温彻斯特、马车枪
GUNS	SUPPRESSED	GUNSupr	GUN	枪炮	消音枪	消音器
HORNS	AIR POWERED	HORNAir	HORN	号角	气压式	雾喇叭、气喇叭、工厂喇叭
HORNS	CELEBRATION	HORNCele	HORN	号角	欢庆用	派对号角、单音喇叭
HORNS	MISC	HORNMisc	HORN	号角	其它	打猎叫、麋鹿叫、鸭叫、狐狸号角
HORNS	TRADITIONAL	HORNTrad	HORN	号角	传统	羊角号、海螺、海螺壳、战斗号角、高山号、高山号角、阿尔卑斯号角
HUMAN	BLOW	HMNBlow	HMN	人	吹	吐气、呼气
HUMAN	BREATH	HMNBrth	HMN	人	呼吸	叹息、喘气、喘气、喘息、 喘鸣声、呼气、咳喘、喊叫、呼吸、吸气、呼气
HUMAN	BURP	HMNBurp	HMN	人	打嗝	打嗝、嗳气
HUMAN	COUGH	HMNCough	HMN	人	咳嗽	咳嗽、嘶哑、清嗓子
HUMAN	HEARTBEAT	HMNHart	HMN	人	心跳	心悸、手脚麻木
HUMAN	KISS	HMNKiss	HMN	人	接吻	亲吻、啄食、 轻吻
HUMAN	MISC	HMNMisc	HMN	人	其它	各种各样的
HUMAN	PEE	HMNPee	HMN	人	尿	尿尿、小便、尿、撒尿、小解
HUMAN	SKIN	HMNSkin	HMN	人	皮肤	揉、抓、皮肤、痒、拍、手抓、握手、抚摸、摩擦、挠背
HUMAN	SNEEZE	HMNSneez	HMN	人	打喷嚏	打喷嚏、阿嚏
HUMAN	SNIFF	HMNSniff	HMN	人	闻	嗅、嗅探、闻、吸鼻子
HUMAN	SNORE	HMNSnor	HMN	人	打鼾	打呼噜、zzz、鼻塞、呼吸急促、窒息、打鼾
HUMAN	SPIT	HMNSpit	HMN	人	吐	吐痰、吐出、痰盂、流口水
HUMAN	VOMIT	HMNVomit	HMN	人	呕吐	呕吐、吐出、呕吐物、反胃、恶心、作呕、干呕、喷出、晕船、晕车
ICE	BREAK	ICEBrk	ICE	冰	打碎	裂开、碎裂、撕裂、粉碎、嘎吱
ICE	CRASH & DEBRIS	ICECrsh	ICE	冰	碎片	粉碎、摔碎、碎片、碎块
ICE	FRICTION	ICEFric	ICE	冰	挤压	挤压、刮擦、嘎吱声、吱吱声、尖锐声
ICE	HANDLE	ICEHndl	ICE	冰	抓取	拿、抓、放置、捡起、放下、扔、接
ICE	IMPACT	ICEImpt	ICE	冰	打击	击中、掉落、撞击、击碎、敲打、咣当、叮当声、砍
ICE	MISC	ICEMisc	ICE	冰	其它	各种各样的
ICE	MOVEMENT	ICEMvmt	ICE	冰	移动	拖动、滚动、晃动、摇晃
ICE	TONAL	ICETonl	ICE	冰	音乐性	弓、回响、余音
LASERS	BEAM	LASRBeam	LASR	激光	光束	光束、伽马、射线
LASERS	GUN	LASRGun	LASR	激光	武器	等离子武器、冲击波、激光炮
LASERS	IMPACT	LASRImpt	LASR	激光	打击	激光、冲击波、冲击、打击、嘶嘶声
LASERS	MISC	LASRMisc	LASR	激光	其它	各种各样的
LEATHER	CREAK	LETHRCreak	LETHR	皮革	嘎吱	吱吱声、嘎吱声、挤压、紧绷
LEATHER	HANDLE	LETHRHndl	LETHR	皮革	抓取	拿、抓、放置、捡起、放下、扔、接
LEATHER	IMPACT	LETHRImpt	LETHR	皮革	打击	击中、撞击、抓住、砰的一声、撞击声
LEATHER	MISC	LETHRMisc	LETHR	皮革	其它	各种各样的
LEATHER	MOVEMENT	LETHRMvmt	LETHR	皮革	移动	扇动、抖动、沙沙声、移动、滑动
LIQUID & MUD	BUBBLES	LIQBubl	LIQ	液体与流体	气泡	气泡、泡沫、砰的一声、泥
LIQUID & MUD	IMPACT	LIQImpt	LIQ	液体与流体	打击	滴落、飞溅、击中、撞击、扑通、噗通、砰砰、泥
LIQUID & MUD	MISC	LIQMisc	LIQ	液体与流体	其它	各种各样的
LIQUID & MUD	MOVEMENT	LIQMvmt	LIQ	液体与流体	移动	软泥、粘液、粘性物、泥
LIQUID & MUD	SUCTION	LIQSuct	LIQ	液体与流体	抽吸	吸、啜食、咕噜声、活塞、皮搋、泥浆
MACHINES	AMUSEMENT	MACHAmus	MACH	机器	游乐	过山车、旋转木马、爬梯、旋转椅、儿童骑行、主题公园小火车、弹球、滚球
MACHINES	ANTIQUE	MACHAntq	MACH	机器	老式	印刷机、缝纫机、橄榄压榨机、黄油搅拌机
MACHINES	APPLIANCE	MACHAppl	MACH	机器	家电	烤箱、冰柜、冰箱、搅拌机、食物料理机、吹风机、制冰机、洗衣机、烘干机、熨斗、咖啡机、洗碗机、电动开罐器、垃圾处理机、加湿器、除湿机、缝纫机、烤面包机、华夫饼机、煎锅、烤盘
MACHINES	CONSTRUCTION	MACHCnst	MACH	机器	施工	起重机、水泥搅拌机、碎木机
MACHINES	ELEVATOR	MACHElev	MACH	机器	电梯	帕特诺斯特、货运电梯、乘客电梯、电梯
MACHINES	ESCALATOR	MACHEscl	MACH	机器	自动扶梯	传送带、自动人行道
MACHINES	FAN	MACHFan	MACH	机器	风扇	风扇、吊扇、箱式风扇、工业风扇、无叶风扇
MACHINES	GARDEN	MACHGrdn	MACH	机器	花园	割草机、除草机、磨边机、锯子、修剪机、杆链锯、覆盖机、耕种机
MACHINES	GYM	MACHGym	MACH	机器	健身房	跑步机、踏步机、划船机、健身自行车、健身脚踏车、诺迪克跑步机、踏步台阶机。
MACHINES	HITECH	MACHTech	MACH	机器	高科技	小工具、数码、手持
MACHINES	HVAC	MACHHvac	MACH	机器	空调	空调、冷风机、暖气。
MACHINES	INDUSTRIAL	MACHInd	MACH	机器	工业	液压机、装配线、流水线、酿酒厂、蒸馏机、冲床、压力机
MACHINES	MECHANISM	MACHMech	MACH	机器	装置	拼图盒、谜盒、谜箱、鲁布·戈德堡、小玩意
MACHINES	MEDICAL	MACHMed	MACH	机器	医疗	X 光机、核磁共振、CT机、照影机、血压仪、实验室测试机、离心机、呼吸机、除颤器
MACHINES	MISC	MACHMisc	MACH	机器	其它	各种各样的
MACHINES	OFFICE	MACHOffc	MACH	机器	办公设备	传真机、传真电话、电报、复印机、打印机、碎纸机、施乐、影印机、油印机、激光打印机、喷墨打印机、粉碎机、绘图仪
MACHINES	PUMP	MACHPump	MACH	机器	泵	水泵、污水泵、压缩机、空气压缩机
MAGIC	ANGELIC	MAGAngl	MAG	魔法	天使	神圣的、天上的、空灵的、神的、精神的、祝福的、正义的、圣洁的
MAGIC	ELEMENTAL	MAGElem	MAG	魔法	元素	火、水、土、电、气、风
MAGIC	EVIL	MAGEvil	MAG	魔法	邪恶	黑暗、恶魔、召唤、死灵法术、巫毒术、黑魔法、禁止、禁术
MAGIC	MISC	MAGMisc	MAG	魔法	其它	各种各样的
MAGIC	POOF	MAGPoof	MAG	魔法	嘭	噗的一声、砰的一声、爆破声
MAGIC	SHIMMER	MAGShim	MAG	魔法	闪耀	闪烁、闪闪发光、树铃、风铃、闪耀、闪光、闪亮、火花、发光、微光、反光
MAGIC	SPELL	MAGSpel	MAG	魔法	咒语	女巫、巫师、魔术师、施法、咒语、妖术、符文、魔法、附魔、祈求、祈祷、蛊惑、驱魔、诅咒、恍惚、魅惑
MECHANICAL	CLICK	MECHClik	MECH	机械	咔哒	单击、按、咔哒声、卡合、切换、按钮
MECHANICAL	GEARS	MECHGear	MECH	机械	齿轮	齿轮、嵌齿轮、小齿轮、齿条、齿轮、传动装置、轮齿、大齿轮、飞轮
MECHANICAL	HYDRAULIC & PNEUMATIC	MECHHydr	MECH	机械	液压与气动	液压、气动、加压、阀门
MECHANICAL	LATCH	MECHLtch	MECH	机械	插销	闩锁、硬件、五金、锁、扣、搭扣、螺栓
MECHANICAL	LEVER	MECHLvr	MECH	机械	操纵杆	杠杆、开关、撞击声、叮当声
MECHANICAL	LOCK	MECHLock	MECH	机械	锁	挂锁、死锁、门栓
MECHANICAL	MISC	MECHMisc	MECH	机械	其它	各种各样的
MECHANICAL	PULLEY	MECHPuly	MECH	机械	滑轮	吱吱声、叽叽喳喳、滚动
MECHANICAL	RATCHET	MECHRtch	MECH	机械	棘轮	棘轮、卡扣、按、上发条、曲柄、绞盘
MECHANICAL	RELAY	MECHRelay	MECH	机械	传动	翻转、切换、敲击
MECHANICAL	ROLLER	MECHRolr	MECH	机械	滚筒	转动、传送带、线轴、卷轴
MECHANICAL	SWITCH	MECHSwtch	MECH	机械	开关	切换、点击、咔哒声、切换、按钮
METAL	BREAK	METLBrk	METL	金属	断裂	断裂、裂开、撕裂、碎裂、紧缩、压碎
METAL	CRASH & DEBRIS	METLCrsh	METL	金属	碎片	碰撞、坠落、碎片
METAL	FRICTION	METLFric	METL	金属	挤压	压力、刮擦、吱吱声、吱吱声、尖叫声
METAL	HANDLE	METLHndl	METL	金属	抓取	拿、抓、放置、拿起、放下、扔、接
METAL	IMPACT	METLImpt	METL	金属	打击	击中、掉落、撞击、碰撞、撞击声、叮当声
METAL	MISC	METLMisc	METL	金属	其它	各种各样的
METAL	MOVEMENT	METLMvmt	METL	金属	移动	拖动、拖拽、滚动、嘎拉嘎拉、摇晃
METAL	TONAL	METLTonl	METL	金属	音乐性	弓箭、铃、怪的、噌的一声、缠绕、弯曲、共鸣
MOTORS	ANTIQUE	MOTRAntq	MOTR	马达	老式	煤油发动机、石蜡发动机
MOTORS	COMBUSTION	MOTRComb	MOTR	马达	内燃机	柴油发动机、燃气发动机、内燃机、二冲程发动机
MOTORS	ELECTRIC	MOTRElec	MOTR	马达	电动	牙刷、电动剃须刀、电动马达、垃圾处理器、牙医钻头
MOTORS	MISC	MOTRMisc	MOTR	马达	其它	各种各样的
MOTORS	SERVO	MOTRSrvo	MOTR	马达	伺服电机	机器人、遥控车、相机对焦、汽车天线、打印机
MOTORS	TURBINE	MOTRTurb	MOTR	马达	涡轮	风车、飞机、飞行器、发电机
MOVEMENT	ACTIVITY	MOVEActv	MOVE	移动	活动	活动、搬家、清洁、购物、开箱
MOVEMENT	ANIMAL	MOVEAnml	MOVE	移动	动物	踩踏、放牧、冲锋、践踏、争夺
MOVEMENT	CREATURE	MOVECrea	MOVE	移动	生物	滑行、爬行、滑动、蠕动、扭动
